OBJECTID,PROVINCIA,DISTRITO,CORREGIMIENTO,CANTIDAD,HOSPITALIZADO,AISLAMIENTO_DOMICILIARIO,FALLECIDO,UCI,RECUPERADO,LONG,LAT,GlobalID
601,VERAGUAS,LA MESA,EL HIGO,,,,,,,461740.5183,908779.7577,7e8da0cf-fcc8-49ab-aa72-a6d6f840e0d2
602,VERAGUAS,LA MESA,LA MESA (CABECERA),8,0,7,0,0,1,479303.0128,900251.5075,e1ff4629-9efb-4a8a-8bfd-aa6f39f82158
603,VERAGUAS,LA MESA,LLANO GRANDE,,,,,,,484408.2655,894285.2269,42e759a0-3841-49b1-9695-b5854d14db57
604,VERAGUAS,LA MESA,LOS MILAGROS,2,0,2,0,0,0,487647.9683,901893.2842,72d5823f-bc4e-4ce1-aaa3-15ed9521fcb5
605,VERAGUAS,LA MESA,SAN BARTOLO,,,,,,,468807.2524,908975.918,38d0242e-3974-4440-9efd-9e0331bf6e45
606,VERAGUAS,LAS PALMAS,CERRO DE CASA,,,,,,,436864.9497,897510.641100001,e820129a-a6a0-4370-910c-b4f08b4c3391
607,VERAGUAS,LAS PALMAS,COROZAL,,,,,,,454015.6839,892715.901900001,06ab6ba9-834f-4c85-a9c6-8e45f03b1fc0
608,VERAGUAS,LAS PALMAS,EL MARIA,,,,,,,449444.3159,884263.204,aec1109d-01ea-4c1f-be66-2afcbfeec97e
609,VERAGUAS,LAS PALMAS,EL PRADO,,,,,,,446305.6426,909306.877499999,167f0417-33fa-441e-b236-9e17b34bfa84
610,VERAGUAS,LAS PALMAS,EL RINCON,,,,,,,454421.8552,908779.8651,9205c82d-9eea-4df9-8279-a0c565b719b7
611,VERAGUAS,LAS PALMAS,LAS PALMAS (CABECERA),1,0,1,0,0,0,449589.9542,899154.6741,87009f7a-9201-4905-959e-1ff3e714ff75
612,VERAGUAS,LAS PALMAS,LOLA,,,,,,,445972.5047,894285.353,e1ebe3e9-d458-4661-8878-9258dddb936a
613,VERAGUAS,LAS PALMAS,MANUEL E. AMADOR TERRERO,,,,,,,453381.8859,902089.513499999,1294a96b-804f-4781-b7de-43576f80c4a5
614,VERAGUAS,LAS PALMAS,PIXVAE,,,,,,,436124.4096,871260.918400001,29815aee-2241-4974-8f45-531b01babf3d
615,VERAGUAS,LAS PALMAS,PUERTO VIDAL,,,,,,,434220.4775,887764.051899999,4b6fe589-850b-4993-96af-4c23c045045c
616,VERAGUAS,SANTIAGO,SAN MARTIN DE PORRES,41,1,35,0,3,2,440878.1689,906333.5381,86c10508-3757-4483-adb9-007fb4f558fd
617,VERAGUAS,LAS PALMAS,VIGUI,,,,,,,444901.0666,921649.313200001,6f8914a9-9052-481d-8792-945d2a5966ed
618,VERAGUAS,LAS PALMAS,ZAPOTILLO,,,,,,,441034.2836,880829.112400001,2bee6fdd-ba62-4b4e-a447-5bc8b43f94e2
619,VERAGUAS,MARIATO,ARENAS,,,,,,,525094.4582,814652.3577,af4330f6-c9ab-455f-9afe-bdb7b8151a14
620,VERAGUAS,MARIATO,EL CACAO,,,,,,,523859.7642,804139.407400001,c6378776-e935-4696-b253-9d55eadc6042
621,VERAGUAS,MARIATO,LLANO DE CATIVAL O MARIATO (CABECERA),,,,,,,508624.4287,841468.7261,78a62962-a9b7-415e-8cb5-6399e5e69afc
622,VERAGUAS,MARIATO,QUEBRO,,,,,,,519244.386,827292.687200001,48cffa66-0032-4eaf-bc48-72e17622af1f
623,VERAGUAS,MARIATO,TEBARIO,2,1,1,0,0,0,503520.5358,852883.910700001,feae0de2-0577-49f9-996d-0e8d16047ce3
624,VERAGUAS,MONTIJO,CEBACO,,,,,,,484298.1003,833248.955399999,8dff04b8-90b1-4e43-af30-e2b03667bcb3
625,VERAGUAS,MONTIJO,COSTA HERMOSA,3,0,3,0,0,0,493492.3054,877388.385,179b5c1e-5c8e-4a34-bf01-cc521d7e15ec
626,VERAGUAS,MONTIJO,GOBERNADORA,,,,,,,417152.0495,825173.986,2cb1984f-b14f-49bf-842b-6662fbc5d3fc
627,VERAGUAS,MONTIJO,LA GARCEANA,,,,,,,496313.5008,875936.684699999,aedc8621-339b-4697-b044-26e8c2bbf60a
628,VERAGUAS,MONTIJO,LEONES,,,,,,,487635.3913,857854.906300001,1f3177d2-31d6-4e9c-b987-cba5c977d7f8
629,VERAGUAS,MONTIJO,MONTIJO (CABECERA),1,0,0,0,0,1,494663.0914,883438.964400001,1fd7075a-e95d-420c-be2e-03e177852b22
630,VERAGUAS,MONTIJO,PILON,,,,,,,489788.3791,880143.7481,98a9eda1-8ed9-4256-9a72-d9e3627f1e63
631,VERAGUAS,MONTIJO,UNION DEL NORTE,,,,,,,491484.3414,886925.2985,b6199633-6158-48c5-9f65-635dcf1c52cd
632,VERAGUAS,RÍO DE JESÚS,CATORCE DE NOVIEMBRE,,,,,,,487644.6991,877288.0515,012c09b3-d31f-45d6-98e8-c72f65c22f53
633,VERAGUAS,RÍO DE JESÚS,LAS HUACAS,,,,,,,483079.837,872010.3796,841b6e1b-facc-4c0a-bc0b-53a1a46b5973
634,VERAGUAS,RÍO DE JESÚS,LOS CASTILLOS,,,,,,,487449.7711,887515.662,a773d350-ce00-415b-806f-e3f1fb41e4c9
635,VERAGUAS,RÍO DE JESÚS,RIO DE JESUS (CABECERA),1,0,0,0,0,1,481817.0134,883967.146500001,d7153abc-baf0-4675-bd39-41de2fd5ae3c
636,VERAGUAS,RÍO DE JESÚS,UTIRA,,,,,,,476200.9871,881089.974099999,3b662dd2-14e5-44ad-aecf-8411db81d7b0
637,VERAGUAS,SAN FRANCISCO,CORRAL FALSO,,,,,,,512800.8881,908114.5305,14d62e5f-1eea-49b7-9ffd-351ec8fa7c45
638,VERAGUAS,SAN FRANCISCO,LOS HATILLOS,,,,,,,503766.8396,921558.7458,4f75a3b5-4547-4adf-810c-e91e47214a32
639,VERAGUAS,SAN FRANCISCO,REMANCE,,,,,,,491482.5965,915534.6249,80af8c2d-5c5b-4193-8a93-3d817ddb9e4d
640,VERAGUAS,SAN FRANCISCO,SAN FRANCISCO (CABECERA),5,0,2,0,0,3,502810.081,911045.1918,28d3d40b-6ced-4f7a-836f-2db9f70a9f9c
641,VERAGUAS,SAN FRANCISCO,SAN JOSE,,,,,,,493532.5348,924361.6678,e31e349c-f5ab-48f7-be25-0cd4d5ccb858
642,VERAGUAS,SAN FRANCISCO,SAN JUAN,,,,,,,496252.1957,917194.638,9ee8970a-6376-4ec0-b497-20403ddfc847
643,VERAGUAS,SANTA FE,EL ALTO,,,,,,,496899.9107,944609.896,ae8262ff-3d65-47fb-907c-6fd69c1e7054
644,VERAGUAS,SANTA FE,EL CUAY,,,,,,,487937.3503,933155.295499999,3a964498-7c26-4878-afb8-39f71b12e405
645,VERAGUAS,SANTA FE,EL PANTANO,,,,,,,492006.8345,947708.363700001,eac72ee5-63aa-4b61-9d7f-77f4c80f8133
646,VERAGUAS,SANTA FE,GATU O GATUCITO,,,,,,,504496.3667,944465.249500001,05af1952-055d-416a-8841-26d337dc690c
647,VERAGUAS,SANTA FE,RIO LUIS,,,,,,,483594.774,956128.317,5a6a81f7-8e55-43ff-9dbf-6e7d5a6d76b8
648,VERAGUAS,SANTA FE,RUBEN CANTU,,,,,,,502448.0716,934231.9483,89780ca7-3b22-4048-b1b3-3e442e20b74f
649,VERAGUAS,SANTA FE,SANTA CATALINA O CALOVEBORA,,,,,,,507059.0472,963358.006999999,081df885-5316-43ce-bf95-3703558c8b51
650,VERAGUAS,SANTA FE,SANTA FE (CABECERA),1,0,1,0,0,0,490544.4572,939032.636700001,7128e6de-2404-4abf-bd63-9009e4aca0d9
651,VERAGUAS,SANTIAGO,CANTO DEL LLANO,20,0,11,0,0,9,504965.8939,903686.4264,51bda26b-442f-4137-9521-c76516f06a07
652,VERAGUAS,SANTIAGO,CARLOS SANTANA AVILA,,,,,,,517815.9901,895477.4572,fe29f058-c8b6-4102-9c12-64044b34b54d
653,VERAGUAS,SANTIAGO,EDWIN FABREGA,5,0,1,0,0,4,498104.9155,890027.750600001,b93c6d22-0172-485e-b5a2-0f8fce3c2a8d
654,VERAGUAS,SANTIAGO,LA COLORADA,6,0,5,0,0,1,501219.1896,883422.7423,cdf59b24-cd37-4066-ae53-9e656b7c7a25
655,VERAGUAS,SANTIAGO,LA PEÑA,6,0,5,0,0,1,492938.69,905226.175799999,78315e1e-2f42-4d0f-8ead-138ec95b0564
656,VERAGUAS,SANTIAGO,LA RAYA DE SANTA MARIA,,,,,,,520815.8989,900871.3828,bcc2d3de-6f45-4826-be2d-c235df39233e
657,VERAGUAS,SANTIAGO,LOS ALGARROBOS,20,0,11,0,0,9,494389.2212,894294.5319,fa79bfa9-799b-4958-9209-0a83d8fb3c0d
658,VERAGUAS,SANTIAGO,NUEVO SANTIAGO,8,0,8,0,0,0,507509.1842,895660.3332,4d271814-4f09-4c8e-9eec-4bd9cf27516c
659,VERAGUAS,SANTIAGO,PONUGA,5,0,4,0,0,1,500761.4606,872855.181500001,6a10efc0-9189-4268-95f4-9b29cf820cf8
660,VERAGUAS,SANTIAGO,RODRIGO LUQUE,42,0,31,0,1,10,500876.5178,900223.389900001,f8c8ee6c-edc5-4bba-b2a9-3eb1428df838
661,VERAGUAS,SANTIAGO,SAN PEDRO DEL ESPINO,93,2,40,2,1,48,491412.9374,899456.264599999,df67c94c-eb75-4a79-b5ba-d69b9b4b223e
662,VERAGUAS,SANTIAGO,SANTIAGO (CABECERA),42,1,19,0,3,19,502864.5029,893377.0032,d85e9917-2211-457f-a6c8-fb14cb99e457
663,VERAGUAS,SANTIAGO,SANTIAGO ESTE,,,,,,,528640.2678,901938.2958,fe448e7f-66a1-498c-bb25-dc4a301836c6
664,VERAGUAS,SANTIAGO,SANTIGO SUR,,,,,,,498311.6139,861532.3466,4a9c26fd-9be9-4d10-976e-de124738b7e2
665,VERAGUAS,SANTIAGO,URRACA,,,,,,,511181.9516,901441.2235,1ff31af4-7d9e-44c3-a269-91765efcf3b5
666,VERAGUAS,SONÁ,BAHIA HONDA,1,0,1,0,0,0,444269.1154,858648.551999999,c92c45c3-cdaa-4798-a966-a322f3d32978
667,VERAGUAS,SONÁ,CALIDONIA,,,,,,,451845.5182,874559.586300001,7f073085-8bae-48a5-bc8c-e645eb64e375
668,VERAGUAS,SONÁ,CATIVA,,,,,,,455628.6181,868076.35,90668cf3-85bd-48f1-a7c7-1516f2cdb302
669,VERAGUAS,SONÁ,EL MARAÑON,,,,,,,471965.411,886139.1339,11f6d4e1-9b7b-4910-845a-a9b1a563fb2e
670,VERAGUAS,SONÁ,GUARUMAL,1,0,1,0,0,0,475099.5854,864735.1867,d4fa27bb-7e55-4be3-927d-f64b260f98bd
671,VERAGUAS,SONÁ,HICACO,1,0,0,1,0,0,473021.8808,848095.1665,b4de88c4-7f64-4347-8574-511e97b39e65
672,VERAGUAS,SONÁ,LA SOLEDAD,3,0,1,0,2,0,467680.2622,872763.3466,56987127-d4b1-49a4-80c3-1be32f2f8e24
673,VERAGUAS,SONÁ,LA TRINCHERA,3,0,3,0,0,0,465092.7193,860400.3606,774d6f21-5bf3-4bdd-93ff-4305cc2c4e9f
674,VERAGUAS,SONÁ,QUEBRADA DE ORO,,,,,,,459189.1974,888135.791200001,a8422d04-34fd-4b26-9fa3-d9971d8a6ff6
675,VERAGUAS,SONÁ,RIO GRANDE,1,0,1,0,0,0,461762.1315,852476.243000001,dff93c7e-362d-46c2-968c-f30145f09918
676,VERAGUAS,SONÁ,RODEO VIEJO,,,,,,,464952.0125,894364.5319,cc7f79c0-a2ff-4aaf-9cd0-c31bd4a3685f
677,VERAGUAS,SONÁ,SONA (CABECERA),23,1,7,1,0,14,463882.2303,881430.5118,b24b8866-7f22-4563-bd0c-32f8e4661cd8
