OBJECTID,PROVINCIA,DISTRITO,CORREGIMIENTO,CANTIDAD,HOSPITALIZADO,AISLAMIENTO_DOMICILIARIO,FALLECIDO,UCI,RECUPERADO,LONG,LAT,GlobalID
423,LOS SANTOS,LOS SANTOS,SANTA ANA,,,,,,,570259.1611,879442.2193,133c9e4c-e86e-4bbe-994e-824429aa0df7
424,LOS SANTOS,LOS SANTOS,TRES QUEBRADAS,,,,,,,565239.1526,867956.1076,2026f56c-56fb-4f0c-b95a-c8e052b9ae4c
425,LOS SANTOS,LOS SANTOS,VILLA LOURDES,,,,,,,558578.4621,863547.011499999,c3e30a2d-a4b6-4e48-af4e-f3e25bdc50ee
426,LOS SANTOS,MACARACAS,BAHIA HONDA,,,,,,,560929.284,852749.317,6036b49c-5f4c-4578-bac7-f4ad9d1cb223
427,LOS SANTOS,MACARACAS,BAJOS DE GUERA,,,,,,,541452.2934,836913.8958,fbb9b6f9-13c8-4e55-9c77-5385b3af3b19
428,LOS SANTOS,MACARACAS,CHUPA,,,,,,,547567.6374,860525.024700001,86aba2d7-5dc2-4d2b-bca1-2ea6030f04d7
429,LOS SANTOS,MACARACAS,COROZAL,,,,,,,557760.4512,856433.465600001,9f411254-2488-4f51-af70-e60134841901
430,LOS SANTOS,MACARACAS,EL CEDRO,,,,,,,551927.406,859570.031099999,22dfd698-8cb7-45b1-b8d0-ed4bdfc4bf6d
431,LOS SANTOS,MACARACAS,ESPINO AMARILLO,,,,,,,559266.0011,849373.549000001,7a8f94c7-5e92-4ae0-96a0-843832a8fa3d
432,LOS SANTOS,MACARACAS,LA MESA,,,,,,,541917.4247,844204.307700001,b3eda01b-557c-4500-a5b3-2abc1f9c1acc
433,LOS SANTOS,MACARACAS,LAS PALMAS,,,,,,,554747.709,848473.819399999,ba37ccdf-880a-40fc-8dad-c42f132d99c1
434,LOS SANTOS,MACARACAS,LLANO DE PIEDRA,,,,,,,549636.7835,844161.339400001,1adca4ce-8c5c-4bf1-b1f3-87c53fa3888a
435,LOS SANTOS,MACARACAS,MACARACAS (CABECERA),3,0,3,0,0,0,551670.5566,854380.878900001,b989cb1a-df04-4043-89bf-acafdc24320a
436,LOS SANTOS,MACARACAS,MOGOLLON,,,,,,,557458.1056,841977.577099999,a06eeaf4-4959-4936-b25c-c808cb15c2bd
437,LOS SANTOS,PEDASÍ,LOS ASIENTOS,,,,,,,596915.1849,828645.0666,0089e8b4-6e24-4a6e-9805-3953b2efcbc2
438,LOS SANTOS,PEDASÍ,MARIABE,,,,,,,603932.5535,838431.442299999,72d75391-eaf3-4688-91c1-aace0261f6bc
439,LOS SANTOS,PEDASÍ,ORIA ARRIBA,,,,,,,589527.7169,826485.7817,996fec55-553d-49b8-946a-efa8b1ba673a
440,LOS SANTOS,PEDASÍ,PEDASI (CABECERA),,,,,,,604990.7886,829013.637,411886ec-2bf3-4c4a-a5f7-2e22043ade3e
441,LOS SANTOS,PEDASÍ,PURIO,,,,,,,600663.2301,839712.202,72021907-5f9e-4709-b533-3fec03ec8d38
442,LOS SANTOS,POCRÍ,EL CAÑAFISTULO,,,,,,,586850.0296,841275.6845,f4e3a3dd-bb09-4854-ae1e-8b2d30f99d6d
443,LOS SANTOS,POCRÍ,LAJAMINA,,,,,,,594908.8367,838047.781400001,8bad0f54-ee27-4523-baec-a609f61ba278
444,LOS SANTOS,POCRÍ,PARAISO,,,,,,,593077.5665,851089.9651,ac17c29e-8f55-490d-9505-f38e791ffb3f
445,LOS SANTOS,POCRÍ,PARITILLA,,,,,,,590346.7003,839780.8375,1f0958d6-e99d-49ac-8891-f14adf1e9668
446,LOS SANTOS,POCRÍ,POCRI (CABECERA),,,,,,,597656.3818,845579.548599999,6e3555e4-2285-49fb-a131-391e6c8fcb7e
447,LOS SANTOS,TONOSÍ,ALTOS DE GUERA,,,,,,,543161.7581,831592.1176,98c5aeed-34f0-4c46-a660-343b6c109566
448,LOS SANTOS,TONOSÍ,CAMBUTAL,,,,,,,548099.2948,805885.452299999,bc022629-d838-4152-aa55-9574100d4cb3
449,LOS SANTOS,TONOSÍ,CAÑAS,,,,,,,578694.9153,825179.595699999,885a4186-00b7-4fec-93a3-e95e7f545a86
450,LOS SANTOS,TONOSÍ,EL BEBEDERO,,,,,,,555508.8504,820624.0572,41f0d055-6a49-4f27-9bd7-6b3e4bb33d52
451,LOS SANTOS,TONOSÍ,EL CACAO,,,,,,,565658.1826,823431.9548,6c787558-3e52-4701-896e-9b8facb02dcf
452,LOS SANTOS,TONOSÍ,EL CORTEZO,,,,,,,537524.8265,822124.4691,e15d45e0-6fc6-4d53-a45f-a8e7bbcf9b14
453,LOS SANTOS,TONOSÍ,FLORES,,,,,,,562253.9925,830583.8073,fda02aa5-0702-434f-954b-09310fd57f4a
454,LOS SANTOS,TONOSÍ,GUANICO,,,,,,,555318.381,811098.7763,7cdff5fa-0d08-4250-9d57-4da016c9ecde
455,LOS SANTOS,TONOSÍ,ISLA DE CAÑAS,,,,,,,574134.7121,819875.639,401a86f6-fd8c-430e-9da4-e02e333ba210
456,LOS SANTOS,TONOSÍ,LA TRONOSA,,,,,,,547282.4815,824081.517000001,c5a6f84a-d4c2-4699-811c-02cd1b312e9b
457,LOS SANTOS,TONOSÍ,TONOSI (CABECERA),,,,,,,566209.7847,815327.5309,1e17f4a1-02fe-4898-a561-93fb61ae158d
458,PANAMÁ,BALBOA,LA ENSENADA,,,,,,,734395.1973,923642.264799999,ccab9907-9696-4b9a-bc97-dc2d30e34a84
459,PANAMÁ,BALBOA,LA ESMERALDA,,,,,,,729260.8837,917391.0134,8ec637ba-4277-4e9a-9bd8-dd2663691303
460,PANAMÁ,BALBOA,LA GUINEA,,,,,,,727352.9424,922801.9811,7c1cfb84-e38a-4ea9-acc3-5241245aa0b5
461,PANAMÁ,BALBOA,PEDRO GONZALEZ,,,,,,,708237.1934,917958.890000001,eb954d3c-f35f-4143-b0f1-9614b8d4a190
462,PANAMÁ,BALBOA,SABOGA,,,,,,,715182.8885,952628.5504,2950ed09-f6ff-4aa3-bafd-3399ae52aedf
463,PANAMÁ,BALBOA,SAN MIGUEL (CABECERA),,,,,,,728368.8448,932035.232999999,4b2ef2a6-e762-4bb0-aab9-7f55a15e0fbf
464,PANAMÁ,CHEPO,CAÑITA,3,0,1,0,0,2,738109.6677,1028702.2681,881b8360-4d88-4c10-b3f4-cbbaf0cd776b
465,PANAMÁ,CHEPO,CHEPILLO,,,,,,,705678.9036,989997.3243,63467bfd-0265-4dfc-b3ea-13b258d0a562
466,PANAMÁ,CHEPO,CHEPO (CABECERA),75,3,29,0,2,41,711387.2295,1011191.4503,76c31ce2-591b-495b-bf32-fc86a618b5f0
467,PANAMÁ,CHEPO,COMARCAL KUNA DE MADUNGANDI,,,,,,,783617.5876,1012071.6744,aeb7e2ea-3d1a-40a0-85f4-ab3bac04c5df
468,PANAMÁ,CHEPO,EL LLANO,1,0,0,0,0,1,730681.6711,1012190.2768,71a4fb43-b91d-4885-aa82-a19af441a815
469,PANAMÁ,CHEPO,LAS MARGARITAS,13,0,11,0,0,2,704906.3451,1025334.2609,66401a3f-d7ac-43c2-800e-9ffefbd2e2be
470,PANAMÁ,CHEPO,SANTA CRUZ DE CHININA,,,,,,,720678.5734,996581.286800001,cdd92339-fd5c-46e3-b2e5-447ac77c4045
471,PANAMÁ,CHEPO,TORTI,11,0,7,0,0,4,774570.0083,990084.1481,704b6c85-d8ea-4ebb-8674-03cc4e31a981
472,PANAMÁ,CHIMÁN,BRUJAS,,,,,,,775294.1066,949681.2163,d750fd01-9cdd-4bc9-8019-9cdcd27e20f9
473,PANAMÁ,CHIMÁN,CHIMAN (CABECERA),,,,,,,768889.6728,968695.359200001,6a56c73f-8dea-4618-9f15-1f822840a8df
474,PANAMÁ,CHIMÁN,GONZALO VASQUEZ,,,,,,,781775.6751,932276.937899999,55e4db03-8ed5-4c73-8a4e-214181ad9972
475,PANAMÁ,CHIMÁN,PASIGA,,,,,,,739201.0571,984653.061100001,01bb38a7-eb37-4201-bb5b-cba379e28d98
476,PANAMÁ,CHIMÁN,UNION SANTEÑA,,,,,,,754839.7854,977808.022,66b38439-134a-4a9a-9987-1b5a7658c700
477,PANAMÁ,PANAMÁ,BELLA VISTA,113,4,36,5,2,66,662110.7515,993500.6686,00d7f0b0-d327-4ac6-81c3-3960b350e7c1
478,PANAMÁ,PANAMÁ ,24 DE DICIEMBRE,289,12,104,12,2,159,677848.2105,1010937.1838,fd7be460-9d1f-44e5-aeb1-fe58bef0cfa0
479,PANAMÁ,PANAMÁ ,ALCALDE DIAZ,136,2,33,2,0,99,663645.9296,1009818.497,e7a4123d-3515-4e50-af8a-ddb3f81c8411
480,PANAMÁ,PANAMÁ ,ANCON,196,4,65,4,2,121,653049.7631,1002097.0323,fa0544ca-9eeb-4949-becb-58660367130e
481,PANAMÁ,PANAMÁ ,BETANIA,143,4,35,8,3,93,661825.2974,996522.4494,f1173711-8f2c-4455-9f33-c864e7e8075f
482,PANAMÁ,PANAMÁ ,CAIMITILLO,24,0,13,0,0,11,671155.5283,1031237.1747,4864b025-ad5a-4807-b71b-5aaa6876246f
483,PANAMÁ,PANAMÁ ,CALIDONIA,124,7,32,6,0,79,660973.9678,991699.0704,0fdcd0d1-42b7-4e42-83d9-f1b82c4903c6
484,PANAMÁ,PANAMÁ ,CHILIBRE,187,1,37,4,1,144,653387.7777,1012069.1234,894440be-8576-4306-b2c3-6834a08348de
485,PANAMÁ,PANAMÁ ,CURUNDU,218,12,99,3,7,97,660568.8792,992829.532,8adabda4-e618-4016-8eed-e77318f63463
486,PANAMÁ,PANAMÁ ,DON BOSCO,121,2,50,3,7,59,673910.2532,999289.208799999,6598a310-ce23-4c66-b4ab-2850bcb9c5d1
487,PANAMÁ,PANAMÁ ,EL CHORRILLO,149,5,69,4,2,69,659990.6617,989641.641100001,015d5155-63ba-4aad-9376-7f913ebd19a5
488,PANAMÁ,PANAMÁ ,ERNESTO CORDOBA CAMPOS,121,5,31,2,1,82,665645.2666,1006315.5387,21e72b69-82c8-4f99-b4a3-1f5865d9b3c0
489,PANAMÁ,PANAMÁ ,JUAN DIAZ,276,5,92,19,3,157,670142.3903,998893.9671,c321182d-3b2d-40ff-bd9a-88c5803df2ab
490,PANAMÁ,PANAMÁ ,LAS CUMBRES,125,2,34,4,0,85,658880.626,1005091.3246,dd7f32db-f714-4b27-8e6f-0e792860a1c6
491,PANAMÁ,PANAMÁ ,LAS GARZAS,43,1,21,0,0,21,695775.3177,1003103.5024,184a40b0-c2b6-4e0f-9a12-74408387ef34
492,PANAMÁ,PANAMÁ ,LAS MAÑANITAS,147,7,58,4,1,77,673842.1529,1007146.5126,731f769a-615a-41dc-9252-6221db6118be
493,PANAMÁ,PANAMÁ ,PACORA,226,7,74,3,1,141,683606.8485,1011925.6544,f25ffa86-b580-4e03-b8b8-e1db2115554e
494,PANAMÁ,PANAMÁ ,PARQUE LEFEVRE,116,2,21,8,2,83,666438.6872,996773.715299999,d56a9cd9-4a76-4087-8b1a-d5949724ff78
495,PANAMÁ,PANAMÁ ,PEDREGAL,240,9,111,4,2,114,671685.7507,1005905.9586,a92c17e0-f28f-4c0b-bc0f-7def0da2dadd
496,PANAMÁ,PANAMÁ ,PUEBLO NUEVO,58,1,10,1,0,46,663367.541,996485.6031,a4890308-7cec-4775-8b9b-c9831fc222e2
497,PANAMÁ,PANAMÁ ,RIO ABAJO,130,1,100,1,0,28,665570.9957,997845.6905,31c65d49-9fb0-4f4c-bbde-782bbabc9beb
498,PANAMÁ,PANAMÁ ,SAN FELIPE,13,1,8,0,0,4,661020.3877,989926.2897,d1a67370-56a3-4abb-b777-fcd516e2b1b9
499,PANAMÁ,PANAMÁ ,SAN FRANCISCO,245,2,66,6,1,170,663996.218,994168.6829,34f46b3b-6c59-4e1f-8f39-e39b2e90246a
500,PANAMÁ,PANAMÁ ,SAN MARTIN,67,1,46,0,0,20,691966.746,1019433.7064,d7adf032-a3ff-49f1-bdb1-e8d17b7882e7
501,PANAMÁ,PANAMÁ ,SANTA ANA,169,6,42,12,4,105,660356.2031,990345.221999999,d615e340-e03c-4249-9731-966ab56e61c1
502,PANAMÁ,PANAMÁ ,TOCUMEN,460,39,198,12,7,204,675787.1005,1006607.3077,70a68e23-7232-41d4-845b-b1b64ea4d85a
503,PANAMÁ,SAN MIGUELITO,AMELIA DENIS DE ICAZA,113,3,41,6,0,63,663296.9483,999734.064400001,3b2bfe86-b2be-4fe3-b1b7-11d99a2236e6
504,PANAMÁ,SAN MIGUELITO,ARNULFO ARIAS,105,3,60,2,0,40,666822.7202,1002446.4896,0147e890-87a4-438e-819f-e46c6e4b0ad3
505,PANAMÁ,SAN MIGUELITO,BELISARIO FRIAS,130,1,59,2,1,67,665877.4344,1003681.8134,11a80e02-a7c2-4f19-8556-a4247b16c98b
506,PANAMÁ,SAN MIGUELITO,BELISARIO PORRAS,187,2,86,4,1,94,664989.4547,1001143.7533,79d1f54f-bccc-46df-a08b-8fd2c430a132
507,PANAMÁ,SAN MIGUELITO,JOSE DOMINGO ESPINAR,105,3,29,5,0,68,667258.6347,1000608.3569,595eea17-6669-4c43-bee3-4926a520b684
508,PANAMÁ,SAN MIGUELITO,MATEO ITURRALDE,43,2,10,2,1,28,665285.5397,998931.238700001,e110818b-0719-4909-b161-938f5f94b55b
509,PANAMÁ,SAN MIGUELITO,OMAR TORRIJOS,96,3,35,4,2,52,662506.0713,1001800.3797,3777bd91-8b3e-49b0-98d3-1fc0f8180b7b
510,PANAMÁ,SAN MIGUELITO,RUFINA ALFARO,82,5,17,0,2,58,669511.2671,1002920.4016,6113b021-7f10-4f2c-98d5-47753bbdb487
511,PANAMÁ,SAN MIGUELITO,VICTORIANO LORENZO,45,1,9,2,0,33,664210.694,998676.948999999,dd19cab7-3de6-4e01-bb43-8ca40f510123
512,PANAMÁ,TABOGA,OTOQUE OCCIDENTE,,,,,,,653420.6091,951058.979,7be00d15-319e-4f5e-a625-9d87e26dd256
513,PANAMÁ,TABOGA,OTOQUE ORIENTE,,,,,,,654701.1257,949728.6403,3e5c8677-5468-4752-a197-6234c6c2fadb
514,PANAMÁ,TABOGA,TABOGA (CABECERA),,,,,,,659585.0209,972055.385600001,f978dc0e-7a44-4d5f-ae02-ed4d1b9997d6
515,PANAMÁ OESTE,ARRAIJÁN,ARRAIJAN (CABECERA),381,9,139,16,3,214,651300.5903,991149.8007,d1353c79-600b-4f22-b511-1a8bb0dc0bb4
516,PANAMÁ OESTE,ARRAIJÁN,BURUNGA,147,1,61,2,0,83,646775.4378,994548.544299999,0813006a-4a83-4e92-9934-7c6c22f629f1
517,PANAMÁ OESTE,ARRAIJÁN,CERRO SILVESTRE,67,1,19,2,0,45,645131.2467,987721.054,ab5290ec-8e98-4461-bd65-fc9381dd6f98
518,PANAMÁ OESTE,ARRAIJÁN,JUAN DEMOSTENES AROSEMENA,169,2,73,3,0,91,639388.2344,988515.745999999,bb6ae9c0-8ea5-4300-868c-59b3059cd823
519,PANAMÁ OESTE,ARRAIJÁN,NUEVO EMPERADOR,29,0,23,1,1,4,641374.6981,999386.064200001,0b80dc8f-de28-4282-bc6d-556b1537ad77
520,PANAMÁ OESTE,ARRAIJÁN,SANTA CLARA,4,0,3,0,0,1,636481.416,1002958.8889,d9ec0320-413c-4747-b7fa-22f42eecf541
521,PANAMÁ OESTE,ARRAIJÁN,VERACRUZ,241,9,79,16,6,131,653569.9376,986046.767999999,90fa2046-b068-4d66-b752-12cc038d4e69
522,PANAMÁ OESTE,ARRAIJÁN,VISTA ALEGRE,253,6,92,8,5,142,643899.466,984247.749500001,6ad6238e-0250-4c53-a7b9-35ecd2ccf646
523,PANAMÁ OESTE,CAPIRA,CAIMITO,2,1,1,0,0,0,613974.2636,973907.317600001,9c0e70ed-ff3b-4208-b4ea-e6f840b9cb78
524,PANAMÁ OESTE,CAPIRA,CAMPANA,4,0,4,0,0,0,624229.9151,961015.2402,f032129c-db00-4a7e-84eb-af24094fe594
525,PANAMÁ OESTE,CAPIRA,CAPIRA (CABECERA),14,0,5,1,0,8,627145.4421,968944.5428,2bb8a8f7-e4f7-4b80-ade6-944990ce5e48
526,PANAMÁ OESTE,CAPIRA,CERMEÑO,1,0,1,0,0,0,632274.4886,964616.796700001,31dda50d-612b-49b8-9bc9-7b21b71ffde7
527,PANAMÁ OESTE,CAPIRA,CIRI DE  LOS SOTOS,,,,,,,598648.839,987549.739600001,d0472ce5-7ef7-4cf6-8d3e-986bf7a28f52
528,PANAMÁ OESTE,CAPIRA,CIRI GRANDE,,,,,,,600037.6319,970226.692600001,5eb04deb-9a2a-498f-8659-3480bc1a14a5
529,PANAMÁ OESTE,CAPIRA,EL CACAO,,,,,,,607056.0189,966762.998299999,8dcda213-a056-4854-b98e-e76a464c3538
530,PANAMÁ OESTE,CAPIRA,LA TRINIDAD,,,,,,,608455.7578,985245.3511,d1e6ef07-1a6c-4cd7-9808-9451c4600480
531,PANAMÁ OESTE,CAPIRA,LAS OLLAS ARRIBA,4,0,3,0,0,1,620341.0803,972642.2161,69ee8aec-e253-4bb8-9a1d-acc25b895e81
532,PANAMÁ OESTE,CAPIRA,LIDICE,13,0,9,1,0,3,617325.8579,967356.167400001,cd249e29-ab83-491b-915e-dcc06b291bd6
533,PANAMÁ OESTE,CAPIRA,SANTA ROSA,,,,,,,597710.0219,979504.6263,b3c5e974-00f5-4b16-8378-92385b523c99
534,PANAMÁ OESTE,CAPIRA,VILLA CARMEN,,,,,,,624386.2725,973398.821900001,7c5d66ca-d371-49c2-bedc-9999d99cc40a
535,PANAMÁ OESTE,CAPIRA,VILLA ROSARIO,9,0,7,0,0,2,625343.3832,971984.6294,66dfd657-afde-459c-b52d-a0d232985402
536,PANAMÁ OESTE,CHAME,BEJUCO,1,0,0,0,0,1,622308.2343,953356.0677,b46b211c-6334-4a28-9725-03f17520327f
537,PANAMÁ OESTE,CHAME,BUENOS AIRES,,,,,,,615426.6872,955318.922700001,5e88e04d-41af-4426-bd5c-35cde50386ce
538,PANAMÁ OESTE,CHAME,CABUYA,,,,,,,614885.0064,948629.2753,189bd369-0520-43b2-a759-4f8d7b5c2621
539,PANAMÁ OESTE,CHAME,CHAME (CABECERA),2,0,2,0,0,0,626406.4833,949052.2116,0fbe90d4-9419-411f-beee-024e2856ccf6
540,PANAMÁ OESTE,CHAME,CHICA,,,,,,,616357.9941,958799.658399999,511071ed-de72-451f-8c68-d59ab39d98d3
541,PANAMÁ OESTE,CHAME,EL LIBANO,,,,,,,630999.1173,951820.722200001,e1a2bfe1-9de9-4741-a4ee-0c1b3d60abfc
542,PANAMÁ OESTE,CHAME,LAS LAJAS,1,0,1,0,0,0,619675.798,944570.547900001,b0e3108b-f320-4830-8510-a1e450321645
543,PANAMÁ OESTE,CHAME,NUEVA GORGONA,2,0,2,0,0,0,623457.6817,946193.001,855c0d64-84d8-4a79-9c84-6a528eb77cc1
544,PANAMÁ OESTE,CHAME,PUNTA CHAME,3,0,2,0,0,1,636120.2119,951151.1646,78c402f0-30b6-47ec-bc5f-4bd2d072b7e2
545,PANAMÁ OESTE,CHAME,SAJALICES,1,0,1,0,0,0,623579.7363,958440.0593,a01f1e46-0455-4b86-b41f-4008bb40757f
546,PANAMÁ OESTE,CHAME,SORA,,,,,,,608923.3656,956826.4969,c38e289d-0857-4f72-8d06-49d1abf614ac
547,PANAMÁ OESTE,LA CHORRERA,AMADOR,1,0,0,0,0,1,622242.824,1005668.6144,a15df2d2-ccff-4f32-8a2a-1e04500d646d
548,PANAMÁ OESTE,LA CHORRERA,AROSEMENA,1,0,1,0,0,0,614616.3116,990159.969699999,79aed988-e4c7-4b8b-bd05-d48e51efea1b
549,PANAMÁ OESTE,LA CHORRERA,BARRIO BALBOA,38,1,33,1,0,3,632929.7876,981650.2731,243e6088-f30c-451c-aee1-f0bd8f1f86ff
550,PANAMÁ OESTE,LA CHORRERA,BARRIO COLON,80,2,24,3,0,51,635780.2466,983380.5261,0cd40cb8-aff2-4f65-9617-732dfe05d4b9
551,PANAMÁ OESTE,LA CHORRERA,EL ARADO,4,0,4,0,0,0,633947.8703,993981.696799999,76100d76-e1dd-4f70-982d-d7fd3a66c0a0
552,PANAMÁ OESTE,LA CHORRERA,EL COCO,29,0,25,0,0,4,629329.818,982167.807,e747bb54-6752-40c1-870b-8fb9e07008e2
553,PANAMÁ OESTE,LA CHORRERA,FEULLIET,3,0,2,0,0,1,624367.2481,977126.6938,4de4efd1-1cc2-4ac5-96c7-cf7c5f80e8ce
554,PANAMÁ OESTE,LA CHORRERA,GUADALUPE,109,3,38,2,0,66,628917.7413,979096.691,b5837367-b28f-45b2-90e0-4fcdd629bb28
555,PANAMÁ OESTE,LA CHORRERA,HERRERA,71,0,67,1,0,3,627437.963,989091.581599999,d6d46b25-5b29-4fee-be91-deaad557d2dc
556,PANAMÁ OESTE,LA CHORRERA,HURTADO,,,,,,,621932.9536,985098.0798,321eb589-fd59-40ca-addf-73667f237df9
557,PANAMÁ OESTE,LA CHORRERA,ITURRALDE,,,,,,,617600.3874,994969.6731,a09f689d-3b52-429f-9795-59eeabf940ee
558,PANAMÁ OESTE,LA CHORRERA,LA REPRESA,2,0,2,0,0,0,630271.8465,997079.7651,e80e5640-2af8-49fa-aac3-80f960011938
559,PANAMÁ OESTE,LA CHORRERA,LOS DIAZ,2,0,1,0,0,1,618474.7944,977990.0427,35026579-78aa-46ee-9050-0737a9495a5f
560,PANAMÁ OESTE,LA CHORRERA,MENDOZA,4,0,3,0,0,1,625859.2382,999673.605799999,e55251ea-ecff-4afd-9d4d-d67219f184af
561,PANAMÁ OESTE,LA CHORRERA,OBALDIA,4,0,4,0,0,0,614238.3339,982205.806299999,0f6167cc-ff91-4f30-a109-dde60126ab3b
562,PANAMÁ OESTE,LA CHORRERA,PLAYA LEONA,53,1,13,2,0,37,633119.4987,975480.0244,1ed06daf-b6c6-4866-b5be-7e009e614754
563,PANAMÁ OESTE,LA CHORRERA,PUERTO CAIMITO,96,0,38,1,1,56,638803.1836,981166.4274,9712335b-fe6d-4ed5-8b45-382bf45d5f8c
564,PANAMÁ OESTE,LA CHORRERA,SANTA RITA,4,0,3,0,0,1,620730.5864,981309.404200001,7b4d3e4e-e841-4205-aa52-cbeae00ee20c
565,PANAMÁ OESTE,SAN CARLOS,EL ESPINO,,,,,,,607430.7952,940854.923800001,b5773c84-a476-4b58-9c8d-2aabba0d4cb7
566,PANAMÁ OESTE,SAN CARLOS,EL HIGO,2,0,2,0,0,0,605692.7137,935996.1845,5ee5fda8-7117-4a79-ab61-d8636593e663
567,PANAMÁ OESTE,SAN CARLOS,GUAYABITO,,,,,,,610013.8932,944783.7643,6f134503-53ec-497d-a83a-55c6c9be6f08
568,PANAMÁ OESTE,SAN CARLOS,LA ERMITA,,,,,,,602147.8694,936805.317600001,938f5a30-d88a-4a3c-b0e2-266df330a839
569,PANAMÁ OESTE,SAN CARLOS,LA LAGUNA,1,0,0,0,0,1,605271.1936,951594.6688,cfa0fb65-ba6b-43f6-9ae4-39afd2de6100
570,PANAMÁ OESTE,SAN CARLOS,LAS UVAS,,,,,,,610687.7686,936170.368000001,f3bf23bc-8f27-401e-9d82-50e03e501ce1
571,PANAMÁ OESTE,SAN CARLOS,LOS LLANITOS,,,,,,,601335.4044,947782.7369,d87e0bf8-e1d5-4e57-abfc-14ec6f89c7a2
572,PANAMÁ OESTE,SAN CARLOS,SAN CARLOS (CABECERA),1,0,1,0,0,0,614186.4139,938859.1435,f557062d-9464-4a56-9e7e-30b512d3bca8
573,PANAMÁ OESTE,SAN CARLOS,SAN JOSE,,,,,,,616389.8722,943385.9178,1d74c613-2216-4ba2-9c2b-d38919acc2fa
574,VERAGUAS,ATALAYA,ATALAYA (CABECERA),21,0,10,0,0,11,507568.0153,888290.5637,5b9e27e0-e72e-4a18-b2f6-ef184ba44a9d
575,VERAGUAS,ATALAYA,EL BARRITO,,,,,,,506442.1531,882271.667099999,7dfd1ec9-4b04-4b75-8cd6-0f81f40e8210
576,VERAGUAS,ATALAYA,LA CARRILLO,,,,,,,511214.8175,882815.6896,f242aad6-1c85-45e4-a1b9-f8e594b85be8
577,VERAGUAS,ATALAYA,LA MONTAÑUELA,,,,,,,514493.2712,887033.005000001,6957edc6-488a-4ba5-8cba-07ebb852cfed
578,VERAGUAS,ATALAYA,SAN ANTONIO,16,0,2,0,0,14,510674.0982,892160.781099999,0467340f-d321-46be-945b-29af6f4d4a79
579,VERAGUAS,CALOBRE,BARNIZAL,,,,,,,525455.3457,929397.2766,79091e12-ae3c-4e8c-aadb-e0769a9c702a
580,VERAGUAS,CALOBRE,CALOBRE (CABECERA),,,,,,,519406.9834,917269.154200001,0ce45c00-a423-482d-9792-b955cd352ee9
581,VERAGUAS,CALOBRE,CHITRA,,,,,,,511288.6825,941626.3915,1d37eb4d-f6e8-4f16-b704-acb71c1c9c24
582,VERAGUAS,CALOBRE,EL COCLA,,,,,,,510847.2212,920906.812200001,a5dd9daa-da0e-4232-9e36-c9226e7d1e26
583,VERAGUAS,CALOBRE,EL POTRERO,,,,,,,521152.1917,926843.842499999,bec3c14f-f2ff-4cf4-b954-b16ebfb713fd
584,VERAGUAS,CALOBRE,LA LAGUNA,,,,,,,527467.1395,921260.046599999,1e41dcf4-0dd3-489f-a0fc-55d1f2336d3a
585,VERAGUAS,CALOBRE,LA RAYA DE CALOBRE,,,,,,,520796.2353,909204.41,bc60820c-041b-42fe-b3e2-20ff9a350f81
586,VERAGUAS,CALOBRE,LA TETILLA,,,,,,,513722.4477,912625.480599999,d8887bbc-90ca-4794-be74-6a96cea20940
587,VERAGUAS,CALOBRE,LA YEGUADA,,,,,,,514956.4055,934384.498500001,b55afe67-808e-41d5-8393-9bbebfe03964
588,VERAGUAS,CALOBRE,LAS GUIAS,,,,,,,526706.5748,910660.571799999,287fa527-e926-42c9-bce5-cfdd90495435
589,VERAGUAS,CALOBRE,MONJARAS,,,,,,,515675.0388,926476.0342,c8b1b1e2-7c69-4d36-8315-57134261c016
590,VERAGUAS,CALOBRE,SAN JOSE,,,,,,,523008.8038,935083.128599999,1529a1d3-5b75-4266-a519-47dcd2e29566
591,VERAGUAS,CAÑAZAS,CAÑAZAS (CABECERA),4,0,4,0,0,0,475475.7186,919308.695800001,94dffe8f-47ea-48ff-836f-300354bc1051
592,VERAGUAS,CAÑAZAS,CERRO PLATA,,,,,,,460894.2811,915920.8419,3206c5cf-89cd-4efd-91ea-a525cb500190
593,VERAGUAS,CAÑAZAS,EL AROMILLO,,,,,,,483459.3391,923717.341600001,5e9beb4d-c11a-4d96-a82e-2b6c9383004d
594,VERAGUAS,CAÑAZAS,EL PICADOR,,,,,,,467981.9085,930981.850099999,4b4e9629-bad3-4b4d-97a7-dd944dee46ff
595,VERAGUAS,CAÑAZAS,LAS CRUCES,,,,,,,465540.7213,922527.4747,7a749f01-68a0-4a41-89ce-8e1162ae312d
596,VERAGUAS,CAÑAZAS,LOS VALLES,,,,,,,477133.394,931489.8596,a2ff48f1-dad4-4549-93f2-f33cb381ffcc
597,VERAGUAS,CAÑAZAS,SAN JOSE,,,,,,,453293.4457,925145.712300001,205d4032-61cf-4485-96d9-48c3214384cd
598,VERAGUAS,CAÑAZAS,SAN MARCELO,,,,,,,482889.7566,914890.1362,a0916d21-8691-496c-9f8c-689c82dae5da
599,VERAGUAS,LA MESA,BISVALLES,,,,,,,475434.2623,907884.741599999,887e998c-1e50-4eed-830c-8c8bb78bd825
600,VERAGUAS,LA MESA,BORO,,,,,,,466172.9872,902750.945599999,5fad5ca0-2792-4d31-942c-80c40a978297
